Symbol,Name,Industry,IndustryCode
EYEN,Eyenovia Inc,제약,562010
OTRAU,OTR Acquisition Corp,기타 금융업,556010
VMAR,Vision Marine Technologies Inc,레저 상품,532050
AYTU,Aytu BioScience Inc,생명과학 및 메디컬 리서치,562020
ARPO,Aerpio Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
AHACU,Alpha Healthcare Acquisition Corp,기타 금융업,556010
TMPMU,Turmeric Acquisition Corp,기타 금융업,556010
BPOPM,Popular Capital Trust II PRF,다양한 금융서비스,555010
NICK,Nicholas Financial Inc,은행,551010
ADES,Advanced Emissions Solutions Inc,전문 및 상업 서비스,522030
VLYPO,Valley National Bancorp PRF,은행,551010
TWIN,Twin Disc Inc,"건설장비 및 대형차, 기차, 배",521020
RNDB,Randolph Bancorp Inc,은행,551010
WWR,Westwater Resources Inc,우라늄,503010
CFBK,CF Bankshares Inc,은행,551010
LMB,Limbach Holdings Inc,건설 및 엔지니어링,522010
GLAQU,Globis Acquisition Corp,기타 금융업,556010
WINT,Windtree Therapeutics Inc,생명과학 및 메디컬 리서치,562020
ANDA,Andina Acquisition Corp III,기타 금융업,556010
ARAV,Aravive Inc,생명과학 및 메디컬 리서치,562020
AVCT,American Virtual Cloud Technologies Inc,소프트웨어 및 IT서비스,572010
CTG,Computer Task Group Inc,소프트웨어 및 IT서비스,572010
BOXL,Boxlight Corp Class A,"컴퓨터, 전화 및 가전제품",571060
MDWD,Mediwound Ltd,제약,562010
MRAM,Everspin Technologies Inc,반도체 및 반도체 장비,571010
SANW,S&W Seed Co,식품 및 담배,541020
XFOR,X4 Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
OFS,OFS Capital Corp,다양한 금융서비스,555010
XSPA,XpresSpa Group Inc,"개인, 가정 용품 및 서비스",542010
AVCO,Avalon Globocare Corp,생명과학 및 메디컬 리서치,562020
PAVM,PAVmed Inc,헬스케어 장비 및 용품,561010
OPOF,Old Point Financial Corp,은행,551010
HBP,Huttig Building Products Inc,종이 및 임산물,513010
FTEK,Fuel Tech Inc,전문 및 상업 서비스,522030
APEN,Apollo Endosurgery Inc,헬스케어 장비 및 용품,561010
ITAC,Industrial Tech Acquisitions Inc Class A,기타 금융업,556010
AMST,Amesite Inc,소프트웨어 및 IT서비스,572010
TNXP,Tonix Pharmaceuticals Holding Corp,생명과학 및 메디컬 리서치,562020
PCYG,Park City Group Inc,소프트웨어 및 IT서비스,572010
LTRPB,Liberty Tripadvisor Holdings Inc Series B,소프트웨어 및 IT서비스,572010
CLSD,Clearside Biomedical Inc,생명과학 및 메디컬 리서치,562020
FLL,Full House Resorts Inc,호텔 및 엔터테인먼트,533010
SND,Smart Sand Inc,건축 자재,512020
NYMTO,New York Mortgage Trust Inc PRF,주택 및 상업용 리츠,601020
FTFT,Future Fintech Group Inc,소프트웨어 및 IT서비스,572010
CDTX,Cidara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
QLGN,Qualigen Therapeutics Inc,생명과학 및 메디컬 리서치,562020
MCHX,Marchex Inc Class B,미디어 및 출판,533020
GASS,StealthGas Inc,화물 및 물류 서비스,524050
APM,Aptorum Group Ltd Class A,제약,562010
RBKB,Rhinebeck Bancorp Inc,은행,551010
RMRM,RMR Mortgage Trust,다양한 금융서비스,555010
XAIR,Beyond Air Inc,헬스케어 장비 및 용품,561010
NTIC,Northern Technologies International Corp,"건설장비 및 대형차, 기차, 배",521020
FEIM,Frequency Electronics Inc,"건설장비 및 대형차, 기차, 배",521020
MNTX,Manitex International Inc,"건설장비 및 대형차, 기차, 배",521020
STKS,One Group Hospitality Inc,호텔 및 엔터테인먼트,533010
VERO,Venus Concept Inc,헬스케어 장비 및 용품,561010
LWAY,Lifeway Foods Inc,식품 및 담배,541020
DRIO,DarioHealth Corp,헬스케어 장비 및 용품,561010
MOGO,Mogo Inc (British Columbia),핀테크,573010
NRBO,Neurobo Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
LNSR,LENSAR Inc,헬스케어 장비 및 용품,561010
BKSC,Bank of South Carolina,은행,551010
CPSS,Consumer Portfolio Services Inc,은행,551010
CCRC,China Customer Relations Centers Inc,전문 및 상업 서비스,522030
SVBI,Severn Bancorp Inc,은행,551010
GECC,Great Elm Capital Corp,다양한 금융서비스,555010
ASYS,Amtech Systems Inc,"건설장비 및 대형차, 기차, 배",521020
LPCN,Lipocine Inc,생명과학 및 메디컬 리서치,562020
ZGYH,Yunhong International Class A,기타 금융업,556010
SPKEP,Spark Energy Inc PRF,전기 유틸리티,591010
GOODM,Gladstone Commercial Corp PRF,주택 및 상업용 리츠,601020
DCTH,Delcath Systems Inc,헬스케어 장비 및 용품,561010
PAIC,Petra Acquisition Inc,기타 금융업,556010
GTEC,Greenland Technologies Holding Corp,자동차 및 자동차 부품,531010
NMRD,Nemaura Medical Inc,헬스케어 장비 및 용품,561010
CAPR,Capricor Therapeutics Inc,생명과학 및 메디컬 리서치,562020
STSA,Satsuma Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
REFR,Research Frontiers Inc,미디어 및 출판,533020
KTCC,Key Tronic Corp,"컴퓨터, 전화 및 가전제품",571060
OMEX,Odyssey Marine Exploration Inc,전문 및 상업 서비스,522030
LIVKU,LIV Capital Acquisition Corp Unit,기타 금융업,556010
CPST,Capstone Turbine Corp,"건설장비 및 대형차, 기차, 배",521020
RDI,Reading International Inc Class A,호텔 및 엔터테인먼트,533010
WSTG,Wayside Technology Group Inc,"컴퓨터, 전화 및 가전제품",571060
NOVN,Novan Inc,제약,562010
MOHO,Ecmoho Ltd ADR,전문품 상점,534030
NEON,Neonode Inc,전자 장비 및 부품,571040
SCYX,SCYNEXIS Inc,제약,562010
CLIR,Clearsign Technologies Corp,"건설장비 및 대형차, 기차, 배",521020
OXLCP,Oxford Lane Capital Corp PRF,다양한 금융서비스,555010
TSCBP,TriState Capital Holdings Inc ADR,은행,551010
USAK,USA Truck Inc,화물 및 물류 서비스,524050
INTG,InterGroup Corp,호텔 및 엔터테인먼트,533010
FRSX,Foresight Autonomous Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
LPTH,LightPath Technologies Inc Class A,사무기기,571050
MCAC,Mountain Crest Acquisition Corp,기타 금융업,556010
ITACU,Industrial Tech Acquisitions Inc,기타 금융업,556010
SFBC,Sound Financial Bancorp Inc,은행,551010
TACT,TransAct Technologies Inc,"컴퓨터, 전화 및 가전제품",571060
UBOH,United Bancshares Inc,은행,551010
SYBX,Synlogic Inc,생명과학 및 메디컬 리서치,562020
ALOT,AstroNova Inc,"컴퓨터, 전화 및 가전제품",571060
GRNQ,GreenPro Capital Corp,투자은행 및 서비스,551020
CXDC,China XD Plastics Company Ltd,자동차 및 자동차 부품,531010
LIVK,LIV Capital Acquisition Corp Class A,기타 금융업,556010
BASI,Bioanalytical Systems Inc,생명과학 및 메디컬 리서치,562020
WTER,Alkaline Water Company Inc,음료,541010
ECOR,electroCore  Inc.,헬스케어 장비 및 용품,561010
SSBI,Summit State Bank,은행,551010
BIOC,Biocept Inc,헬스케어 장비 및 용품,561010
MRKR,Marker Therapeutics Inc,생명과학 및 메디컬 리서치,562020
HMNF,HMN Financial Inc,은행,551010
LSBK,Lake Shore Bancorp Inc,은행,551010
EPSN,Epsilon Energy Ltd,오일 및 가스,501020
UBCP,United Bancorp Inc,은행,551010
FXNC,First National Corp,은행,551010
TOTAU,Tottenham Acquisition I Ltd Unit,기타 금융업,556010
WATT,Energous Corp,"건설장비 및 대형차, 기차, 배",521020
PCSA,Processa Pharmaceuticals Inc,제약,562010
CWBC,Community West Bancshares,은행,551010
PESI,Perma-Fix Environmental Services Inc,전문 및 상업 서비스,522030
EVOK,Evoke Pharma Inc,제약,562010
QUMU,Qumu Corp,소프트웨어 및 IT서비스,572010
MGEN,miRagen Therapeutics Inc,생명과학 및 메디컬 리서치,562020
RIVE,Riverview Financial Corp,은행,551010
BNGO,Bionano Genomics Inc,헬스케어 장비 및 용품,561010
PAICU,Petra Acquisition Inc,기타 금융업,556010
HGBL,Heritage Global Inc,커뮤니케이션 및 네트워킹,571020
PETZ,TDH Holdings Inc,식품 및 담배,541020
GAINL,Gladstone Investment Corp PRF,다양한 금융서비스,555010
KELYB,Kelly Services Inc Class B,전문 및 상업 서비스,522030
AWRE,Aware Inc,소프트웨어 및 IT서비스,572010
MITO,Stealth BioTherapeutics Corp ADR,생명과학 및 메디컬 리서치,562020
FNHC,Fednat Holding Co,보험,553010
FFBW,Ffbw Inc,은행,551010
BHSEU,Bull Horn Holdings Corp.,기타 금융업,556010
BMRA,Biomerica Inc,헬스케어 장비 및 용품,561010
FARM,Farmer Bros Co,식품 및 담배,541020
ANIX,Anixa Biosciences Inc,생명과학 및 메디컬 리서치,562020
BKEP,Blueknight Energy Partners LP Unit,오일 및 가스 장비 및 서비스,501030
KERN,Akerna Corp,소프트웨어 및 IT서비스,572010
GLMD,Galmed Pharmaceuticals Ltd,생명과학 및 메디컬 리서치,562020
VBLT,Vascular Biogenics Ltd,생명과학 및 메디컬 리서치,562020
GMBL,Esports Entertainment Group Inc,소프트웨어 및 IT서비스,572010
TGA,TransGlobe Energy Corp,오일 및 가스,501020
CRWS,Crown Crafts Inc,레저 상품,532050
FAT,FAT Brands Inc,호텔 및 엔터테인먼트,533010
HOFV,Hall of Fame Resort & Entertainment Co,호텔 및 엔터테인먼트,533010
GFNSL,General Finance Corp PRF,전문 및 상업 서비스,522030
SENEB,Seneca Foods Corp Class B,식품 및 담배,541020
CFBI,Community First Bancshares Inc (COVINGTON),은행,551010
AKTX,Akari Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
CWBR,CohBar Inc,생명과학 및 메디컬 리서치,562020
SUNW,Sunworks Inc,재생에너지,502010
GRNV,Greenvision Acquisition Corp,기타 금융업,556010
DGICB,Donegal Group Inc Class B,보험,553010
KRBP,Kiromic Biopharma Inc,생명과학 및 메디컬 리서치,562020
TC,TuanChe Ltd ADR,전문 및 상업 서비스,522030
MMLP,Martin Midstream Partners LP Unit,오일 및 가스 장비 및 서비스,501030
GRIN,Grindrod Shipping Holdings Ltd,오일 및 가스 장비 및 서비스,501030
OCUP,Ocuphire Pharma Inc,제약,562010
KTOV,Kitov Pharma Ltd ADR,생명과학 및 메디컬 리서치,562020
ARDS,Aridis Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
NYMTP,New York Mortgage Trust Inc PRF,주택 및 상업용 리츠,601020
OPTT,Ocean Power Technologies Inc,재생에너지,502010
LACQ,Leisure Acquisition Corp,기타 금융업,556010
IROQ,IF Bancorp Inc,은행,551010
USAP,Universal Stainless & Alloy Products Inc,메탈&마이닝,512010
GFED,Guaranty Federal Bancshares Inc,은행,551010
MNPR,Monopar Therapeutics Inc,생명과학 및 메디컬 리서치,562020
TOMZ,TOMI Environmental Solutions Inc,전문 및 상업 서비스,522030
EVLMC,Parametric TABS 5-15 Yr Laddered Muni Bd NxtShs,,
SNGX,Soligenix Inc,생명과학 및 메디컬 리서치,562020
AMRB,American River Bankshares,은행,551010
AQMS,Aqua Metals Inc,메탈&마이닝,512010
IMBI,iMedia Brands Inc Class A,전문품 상점,534030
CLDB,Cortland Bancorp,은행,551010
BWAY,Brainsway Ltd ADR,생명과학 및 메디컬 리서치,562020
RMBL,RumbleOn Inc Class B,소프트웨어 및 IT서비스,572010
PRCP,Perceptron Inc,"건설장비 및 대형차, 기차, 배",521020
CODA,Coda Octopus Group Inc,전자 장비 및 부품,571040
GEC,Great Elm Capital Group Inc,헬스케어 장비 및 용품,561010
DGLY,Digital Ally Inc,커뮤니케이션 및 네트워킹,571020
SVRA,Savara Inc,생명과학 및 메디컬 리서치,562020
NETE,Net Element Inc,소프트웨어 및 IT서비스,572010
BWEN,Broadwind Inc,재생에너지,502010
KLXE,KLX Energy Services Holdings Inc,오일 및 가스 장비 및 서비스,501030
FBSS,Fauquier Bankshares Inc,은행,551010
CTXR,Citius Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
EMCF,Emclaire Financial Corp,은행,551010
PTI,Proteostasis Therapeutics Inc,생명과학 및 메디컬 리서치,562020
EYPT,EyePoint Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
AREC,American Resources Corp Class A,오일 및 가스 장비 및 서비스,501030
ASLN,Aslan Pharmaceuticals Ltd ADR,생명과학 및 메디컬 리서치,562020
OXLCM,Oxford Lane Capital Corp PRF,다양한 금융서비스,555010
ZSAN,Zosano Pharma Corp,생명과학 및 메디컬 리서치,562020
NAII,Natural Alternatives International Inc,제약,562010
ZIONP,Zions Bancorporation NA ADR,은행,551010
ETTX,Entasis Therapeutics Holdings Inc,생명과학 및 메디컬 리서치,562020
UG,United-Guardian Inc,제약,562010
HNNA,Hennessy Advisors Inc,투자은행 및 서비스,551020
DCOMP,Dime Community Bancshares Inc PRF,은행,551010
SYNL,Synalloy Corp,메탈&마이닝,512010
GRNVU,Greenvision Acquisition Corp Unit,기타 금융업,556010
VERB,Verb Technology Company Inc,소프트웨어 및 IT서비스,572010
FBIOP,Fortress Biotech Inc PRF,제약,562010
BRLIU,Brilliant Acquisition Corp Unit,기타 금융업,556010
LMRKO,Landmark Infrastructure Partners LP PRF,부동산 운영 관리,601010
TRCH,Torchlight Energy Resources Inc,오일 및 가스,501020
ICMB,Investcorp Credit Management BDC Inc,다양한 금융서비스,555010
CYRN,Cyren Ltd,소프트웨어 및 IT서비스,572010
OBAS,Optibase Ltd,부동산 운영 관리,601010
ALNA,Allena Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
OCFCP,OceanFirst Financial Corp ADR,은행,551010
KINS,Kingstone Companies Inc,보험,553010
ANCN,Anchiano Therapeutics Ltd ADR,생명과학 및 메디컬 리서치,562020
NEPH,Nephros Inc,전문 및 상업 서비스,522030
AGBA,AGBA Acquisition Ltd,기타 금융업,556010
WHLRD,Wheeler Real Estate Investment Trust Inc PRF,주택 및 상업용 리츠,601020
ATXI,Avenue Therapeutics Inc,생명과학 및 메디컬 리서치,562020
MCACU,Mountain Crest Acquisition Corp Unit,기타 금융업,556010
RELL,Richardson Electronics Ltd,전자 장비 및 부품,571040
GOODN,Gladstone Commercial Corp PRF,주택 및 상업용 리츠,601020
TURN,180 Degree Capital Corp,투자은행 및 서비스,551020
GROW,U.S. Global Investors Inc Class A,투자은행 및 서비스,551020
BRLI,Brilliant Acquisition Corp,기타 금융업,556010
UTSI,UTStarcom Holdings Corp,커뮤니케이션 및 네트워킹,571020
NHTC,Natural Health Trends Corp,전문품 상점,534030
JRSH,Jerash Holdings (US) Inc,섬유 및 의류,532020
HDSN,Hudson Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
RNWK,RealNetworks Inc,소프트웨어 및 IT서비스,572010
EVGBC,Eaton Vance Global Income Builder NextShares ETMF,,
HALL,Hallmark Financial Services Inc,보험,553010
STCN,Steel Connect Inc,소프트웨어 및 IT서비스,572010
BLPH,Bellerophon Therapeutics Inc,생명과학 및 메디컬 리서치,562020
GSUM,Gridsum Holding Inc ADR,소프트웨어 및 IT서비스,572010
SRTS,Sensus Healthcare Inc,헬스케어 장비 및 용품,561010
CLGN,Collplant Biotechnologies Ltd ADR,생명과학 및 메디컬 리서치,562020
RSSS,Research Solutions Inc,전문 및 상업 서비스,522030
CFMS,Conformis Inc,헬스케어 장비 및 용품,561010
SEEL,Seelos Therapeutics Inc,제약,562010
CPHC,Canterbury Park Holding Corp,호텔 및 엔터테인먼트,533010
GAINM,Gladstone Investment Corp PRF,다양한 금융서비스,555010
ONTX,Onconova Therapeutics Inc,제약,562010
TRVI,Trevi Therapeutics Inc,생명과학 및 메디컬 리서치,562020
HEPA,Hepion Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
EDSA,Edesa Biotech Inc,생명과학 및 메디컬 리서치,562020
KFFB,Kentucky First Federal Bancorp,은행,551010
CLRB,Cellectar Biosciences Inc,제약,562010
NGHCP,National General Holdings Corp PRF,보험,553010
TECTP,Tectonic Financial Inc PRF,은행,551010
ADXN,Addex Therapeutics Ltd ADR,생명과학 및 메디컬 리서치,562020
VTGN,VistaGen Therapeutics Inc,제약,562010
FUSB,First US Bancshares Inc,은행,551010
FPAY,FlexShopper Inc,소프트웨어 및 IT서비스,572010
MGYR,Magyar Bancorp Inc,은행,551010
XELA,Exela Technologies Inc,소프트웨어 및 IT서비스,572010
ASRV,Ameriserv Financial Inc,은행,551010
AGBAU,AGBA Acquisition Ltd Unit,기타 금융업,556010
TOPS,Top Ships Inc,화물 및 물류 서비스,524050
PBHC,Pathfinder Bancorp Inc (MARYLAND),은행,551010
MBINP,Merchants Bancorp PRF,은행,551010
FSEA,First Seacoast Bancorp,은행,551010
SYNC,Synacor Inc,소프트웨어 및 IT서비스,572010
INPX,Inpixon,소프트웨어 및 IT서비스,572010
KBNT,Kubient Inc,미디어 및 출판,533020
CCLP,CSI Compressco LP Unit,오일 및 가스 장비 및 서비스,501030
BLRX,BioLine RX Ltd ADR,생명과학 및 메디컬 리서치,562020
STRM,Streamline Health Solutions Inc,헬스케어 업체 및 서비스,561020
GNLN,Greenlane Holdings Inc Class A,식품 및 약품소매,543010
CCNEP,CNB Financial Corp ADR,은행,551010
SSKN,STRATA Skin Sciences Inc,헬스케어 장비 및 용품,561010
RFIL,RF Industries Ltd,"건설장비 및 대형차, 기차, 배",521020
GRCY,Greencity Acquisition Corp,기타 금융업,556010
TESS,TESSCO Technologies Inc,커뮤니케이션 및 네트워킹,571020
ENG,ENGlobal Corp,건설 및 엔지니어링,522010
BOTJ,Bank of the James,은행,551010
BPOPN,Popular Capital Trust I PRF,다양한 금융서비스,555010
USIO,Usio Inc,전문 및 상업 서비스,522030
REED,Reed's Inc,음료,541010
TANH,Tantech Holdings Ltd,화학,511010
ADMP,Adamis Pharmaceuticals Corp,제약,562010
MKGI,Monaker Group Inc,소프트웨어 및 IT서비스,572010
ONVO,Organovo Holdings Inc,생명과학 및 메디컬 리서치,562020
UONEK,Urban One Inc Class D,미디어 및 출판,533020
MBOT,Microbot Medical Inc,생명과학 및 메디컬 리서치,562020
NBRV,Nabriva Therapeutics PLC,생명과학 및 메디컬 리서치,562020
REPH,Recro Pharma Inc,제약,562010
PIXY,ShiftPixy Inc,전문 및 상업 서비스,522030
TZAC,Tenzing Acquisition Corp,기타 금융업,556010
ELYS,Elys Game Technology Corp,호텔 및 엔터테인먼트,533010
ANPC,AnPac Bio-Medical Science Co Ltd ADR,생명과학 및 메디컬 리서치,562020
VCNX,Vaccinex Inc,생명과학 및 메디컬 리서치,562020
GENE,Genetic Technologies Ltd ADR,헬스케어 업체 및 서비스,561020
MBRX,Moleculin Biotech Inc,제약,562010
MNDO,Mind CTI Ltd,소프트웨어 및 IT서비스,572010
AIHS,Senmiao Technology Ltd,전문품 상점,534030
LMRKN,Landmark Infrastructure Partners LP Convertible Preference Shares Series C,부동산 운영 관리,601010
ARKR,Ark Restaurants Corp,호텔 및 엔터테인먼트,533010
RAIL,FreightCar America Inc,"건설장비 및 대형차, 기차, 배",521020
PLXP,PLx Pharma Inc,생명과학 및 메디컬 리서치,562020
AMTX,Aemetis Inc,재생에너지,502010
CLPS,CLPS Inc,소프트웨어 및 IT서비스,572010
CLRO,Clearone Inc,커뮤니케이션 및 네트워킹,571020
RILYP,B. Riley Financial Inc ADR,투자은행 및 서비스,551020
TBKCP,Triumph Bancorp Inc ADR,은행,551010
SEED,Origin Agritech Ltd,식품 및 담배,541020
CBMB,CBM Bancorp Inc,은행,551010
OTRKP,Ontrak Inc PRF,헬스케어 업체 및 서비스,561020
SINT,SINTX Technologies Inc,헬스케어 장비 및 용품,561010
DWSN,Dawson Geophysical Co,오일 및 가스 장비 및 서비스,501030
PPIH,Perma-Pipe International Holdings Inc,오일 및 가스 장비 및 서비스,501030
JMPNL,JMP Group LLC PRF,투자은행 및 서비스,551020
CHNR,China Natural Resources Inc,석유,501010
VJET,Voxeljet AG ADR,사무기기,571050
PDSB,PDS Biotechnology Corp,생명과학 및 메디컬 리서치,562020
EVK,Ever-Glory International Group Inc,섬유 및 의류,532020
FWP,Forward Pharma A/S ADR,생명과학 및 메디컬 리서치,562020
LOAN,Manhattan Bridge Capital Inc,주택 및 상업용 리츠,601020
BRQS,Borqs Technologies Inc,소프트웨어 및 IT서비스,572010
DOGZ,Dogness International Corp Class A,섬유 및 의류,532020
CCNC,Code Chain New Continent Ltd,석유,501010
ALJJ,ALJ Regional Holdings Inc,전문 및 상업 서비스,522030
ASRT,Assertio Holdings Inc,제약,562010
VBFC,Village Bank and Trust Financial Corp,은행,551010
EQOS,Diginex Ltd,투자은행 및 서비스,551020
MSVB,Mid-Southern Bancorp Inc,은행,551010
RGLS,Regulus Therapeutics Inc,생명과학 및 메디컬 리서치,562020
POLA,Polar Power Inc,"건설장비 및 대형차, 기차, 배",521020
CDMOP,Avid Bioservices Inc Convertible Preference Shares Series E,제약,562010
OCGN,Ocugen Inc,제약,562010
ATNF,180 Life Sciences Corp,생명과학 및 메디컬 리서치,562020
DFFN,Diffusion Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
BCOW,1895 Bancorp of Wisconsin Inc,은행,551010
HGSH,China HGS Real Estate Inc,부동산 운영 관리,601010
DTEA,DAVIDsTEA Inc,식품 및 약품소매,543010
SMID,Smith-Midland Corp,건축 자재,512020
HWCC,Houston Wire & Cable Co,"건설장비 및 대형차, 기차, 배",521020
GIFI,Gulf Island Fabrication Inc,오일 및 가스 장비 및 서비스,501030
HAPP,Happiness Biotech Group Ltd,식품 및 담배,541020
ICCH,ICC Holdings Inc,보험,553010
OXLCO,Oxford Lane Capital Corp PRF,다양한 금융서비스,555010
OCCI,OFS Credit Company Inc,다양한 금융서비스,555010
GRCYU,Greencity Acquisition Corp,기타 금융업,556010
BBQ,BBQ Holdings Inc,호텔 및 엔터테인먼트,533010
HFEN,HF Enterprises Inc,건설 및 엔지니어링,522010
HFBL,Home Federal Bancorp Inc of Louisiana,은행,551010
PULM,Pulmatrix Inc,생명과학 및 메디컬 리서치,562020
OSS,One Stop Systems Inc,"컴퓨터, 전화 및 가전제품",571060
CPIX,Cumberland Pharmaceuticals Inc,제약,562010
MEDS,Trxade Group Inc,소프트웨어 및 IT서비스,572010
AEY,ADDvantage Technologies Group Inc,커뮤니케이션 및 네트워킹,571020
EVSTC,Eaton Vance Stock NextShares ETMF,,
AAME,Atlantic American Corp,보험,553010
DSWL,Deswell Industries Inc,"건설장비 및 대형차, 기차, 배",521020
DARE,Dare Bioscience Inc,생명과학 및 메디컬 리서치,562020
BVXV,BiondVax Pharmaceuticals Ltd ADR,생명과학 및 메디컬 리서치,562020
MAYS,J.W. Mays Inc,부동산 운영 관리,601010
GURE,Gulf Resources Inc,화학,511010
DTSS,Datasea Inc,소프트웨어 및 IT서비스,572010
NTWK,NetSol Technologies Inc,소프트웨어 및 IT서비스,572010
NCSM,NCS Multistage Holdings Inc,오일 및 가스 장비 및 서비스,501030
LIXT,Lixte Biotechnology Holdings Inc,생명과학 및 메디컬 리서치,562020
ACHV,Achieve Life Sciences Inc,생명과학 및 메디컬 리서치,562020
EKSO,Ekso Bionics Holdings Inc,헬스케어 장비 및 용품,561010
PFIE,Profire Energy Inc,오일 및 가스 장비 및 서비스,501030
ICCC,ImmuCell Corp,생명과학 및 메디컬 리서치,562020
BBGI,Beasley Broadcast Group Inc Class A,미디어 및 출판,533020
HCAP,Harvest Capital Credit Corp,다양한 금융서비스,555010
ZCMD,Zhongchao Inc Class A,비즈니스교육,631030
LMRKP,Landmark Infrastructure Partners LP PRF,부동산 운영 관리,601010
LIFE,aTyr Pharma Inc,생명과학 및 메디컬 리서치,562020
PBLA,Panbela Therapeutics Inc,생명과학 및 메디컬 리서치,562020
SOHO,Sotherly Hotels Inc,주택 및 상업용 리츠,601020
OPGN,OpGen Inc,생명과학 및 메디컬 리서치,562020
HX,Hexindai Inc ADR,은행,551010
AESE,Allied Esports Entertainment Inc,소프트웨어 및 IT서비스,572010
SONM,Sonim Technologies Inc,커뮤니케이션 및 네트워킹,571020
CNSP,CNS Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
JCS,Communications Systems Inc,커뮤니케이션 및 네트워킹,571020
RDIB,Reading International Inc Class B,호텔 및 엔터테인먼트,533010
IZEA,IZEA Worldwide Inc,소프트웨어 및 IT서비스,572010
MBNKP,Medallion Bank PRF,은행,551010
DXYN,Dixie Group Inc Class A,가정용품,532040
MCEP,Mid-Con Energy Partners LP Unit,오일 및 가스,501020
TATT,TAT Technologies Ltd,"컴퓨터, 전화 및 가전제품",571060
TOTA,Tottenham Acquisition I Ltd,기타 금융업,556010
SRAX,SRAX Inc Class A,미디어 및 출판,533020
PT,Pintec Technology Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
MDJH,MDJM Ltd,부동산 운영 관리,601010
MTEX,Mannatech Inc,식품 및 담배,541020
NEOS,Neos Therapeutics Inc,제약,562010
HOVNP,Hovnanian Enterprises Inc ADR,주택건설,532030
PFMT,Performant Financial Corp,전문 및 상업 서비스,522030
TRMT,Tremont Mortgage Trust,주택 및 상업용 리츠,601020
ALRN,Aileron Therapeutics Inc,생명과학 및 메디컬 리서치,562020
USAU,US Gold Corp,메탈&마이닝,512010
ABIO,ARCA Biopharma Inc,제약,562010
GFNCP,General Finance Corp PRF,전문 및 상업 서비스,522030
ESBK,Elmira Savings Bank,은행,551010
PRFX,PainReform Ltd,제약,562010
IMRN,Immuron Ltd ADR,제약,562010
PRPO,Precipio Inc,헬스케어 장비 및 용품,561010
AUVI,Applied UV Inc,"건설장비 및 대형차, 기차, 배",521020
LGHL,Lion Group Holding Ltd ADR,투자은행 및 서비스,551020
NAKD,Naked Brand Group Ltd,섬유 및 의류,532020
PATI,Patriot Transportation Holding Inc,화물 및 물류 서비스,524050
SPRT,Support.com Inc,소프트웨어 및 IT서비스,572010
SLGG,Super League Gaming  Inc.,소프트웨어 및 IT서비스,572010
CJJD,China Jo-Jo Drugstores Inc,식품 및 약품소매,543010
OTEL,Otelco Inc Class A,통신 서비스,574010
CATB,Catabasis Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
PTVCA,Protective Insurance Corp Class A,보험,553010
BCDA,BioCardia Inc,생명과학 및 메디컬 리서치,562020
CPTA,Capitala Finance Corp,다양한 금융서비스,555010
KTRA,Kintara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
NEWA,Newater Technology Inc,전문 및 상업 서비스,522030
SELF,Global Self Storage Inc,주택 및 상업용 리츠,601020
CTHR,Charles & Colvard Ltd,섬유 및 의류,532020
UONE,Urban One Inc Class A,미디어 및 출판,533020
MLND,Millendo Therapeutics Inc,생명과학 및 메디컬 리서치,562020
AACG,ATA Creativity Global ADR,비즈니스교육,631030
SONN,Sonnet Biotherapeutics Holdings Inc,생명과학 및 메디컬 리서치,562020
AUTO,Autoweb Inc,미디어 및 출판,533020
NHLD,National Holdings Corp,투자은행 및 서비스,551020
ACOR,Acorda Therapeutics Inc,생명과학 및 메디컬 리서치,562020
BBI,Brickell Biotech Inc,생명과학 및 메디컬 리서치,562020
QRHC,Quest Resource Holding Corp,전문 및 상업 서비스,522030
ATIF,ATIF Holdings Ltd,전문 및 상업 서비스,522030
ZKIN,ZK International Group Co Ltd,주택건설,532030
CBLI,Cleveland Biolabs Inc,생명과학 및 메디컬 리서치,562020
SEAC,SeaChange International Inc,소프트웨어 및 IT서비스,572010
EDTK,Skillful Craftsman Education Technology Ltd,비즈니스교육,631030
SUMR,Summer Infant Inc,레저 상품,532050
CSSEP,Chicken Soup for The Soul Entertainment Inc PRF,미디어 및 출판,533020
MOTS,Motus GI Holdings Inc,헬스케어 장비 및 용품,561010
VIRC,Virco Mfg. Corp,전문 및 상업 서비스,522030
